,TABELA_DESTINO,TABELA_ORIGEM,TABELA_ORIGEM_SISTEMA,SISTEMA,ASSUNTO
20138,RL_CPE_PARC_OPERACOES,,CPARC,EMPRESTIMO PESSOAL,CREDITO PESSOAL
20140,RL_CPE_RENEGOCIACOES,STG_CPE_CRENE,CRENE,EMPRESTIMO PESSOAL,CREDITO PESSOAL
20208,ARQ_PREV_FRD_REGRA_1_A_6,RL_CGO_PRODUTO,RL_CAD_CLI; RL_CGO_CAD_USUARIO;RL_CGO_CTRO;RL_CGO_HIST_FIN;RL_CGO_PARC;RL_CGO_PARC_EXTR;RL_CGO_PRODUTO,PREVENCAO A FRAUDES,PREVENCAO A FRAUDES
20210,ARQ_PREV_FRD_REGRA_1_A_6,RL_CAD_CLI,RL_CAD_CLI; RL_CGO_CAD_USUARIO;RL_CGO_CTRO;RL_CGO_HIST_FIN;RL_CGO_PARC;RL_CGO_PARC_EXTR;RL_CGO_PRODUTO,PREVENCAO A FRAUDES,PREVENCAO A FRAUDES
20213,ARQ_PREV_FRD_REGRA_1_A_6,RL_CGO_PARC_EXTR,RL_CAD_CLI; RL_CGO_CAD_USUARIO;RL_CGO_CTRO;RL_CGO_HIST_FIN;RL_CGO_PARC;RL_CGO_PARC_EXTR;RL_CGO_PRODUTO,PREVENCAO A FRAUDES,PREVENCAO A FRAUDES
20273,RL_FMR_MOTIVOSPENDENCIA,,MOTIVOSPENDENCIA,FORMALIZADOR DIGITAL,FORMALIZADOR DIGITAL
20275,RL_FMR_PERFILS,STG_FMR_PERFILS,PERFILS,FORMALIZADOR DIGITAL,FORMALIZADOR DIGITAL
20277,RL_FMR_PERFILS,,PERFILS,FORMALIZADOR DIGITAL,FORMALIZADOR DIGITAL
20279,RL_FMR_PERFILSFILAS,STG_FMR_PERFILSFILAS,PERFILSFILAS,FORMALIZADOR DIGITAL,FORMALIZADOR DIGITAL
20281,RL_FMR_PERFILSFILAS,,PERFILSFILAS,FORMALIZADOR DIGITAL,FORMALIZADOR DIGITAL
20283,RL_FMR_PROCESSOS,STG_FMR_PROCESSOS,PROCESSOS,FORMALIZADOR DIGITAL,FORMALIZADOR DIGITAL
20287,RL_FMR_PROCESSOS,,PROCESSOS,FORMALIZADOR DIGITAL,FORMALIZADOR DIGITAL
20288,RL_FMR_PROCESSOSDOCUMENTOS,STG_FMR_PROCESSOSDOCUMENTOS,PROCESSOSDOCUMENTOS,FORMALIZADOR DIGITAL,FORMALIZADOR DIGITAL
20293,RL_FMR_PROCESSOSDOCUMENTOS,,PROCESSOSDOCUMENTOS,FORMALIZADOR DIGITAL,FORMALIZADOR DIGITAL
20294,RL_FMR_PROCESSOSFILAS,STG_FMR_PROCESSOSFILAS,PROCESSOSFILAS,FORMALIZADOR DIGITAL,FORMALIZADOR DIGITAL
20296,RL_FMR_PROCESSOSFILAS,,PROCESSOSFILAS,FORMALIZADOR DIGITAL,FORMALIZADOR DIGITAL
20297,RL_FMR_PROCESSOSFRAUDADORES,STG_FMR_PROCESSOSFRAUDADORES,PROCESSOSFRAUDADORES,FORMALIZADOR DIGITAL,FORMALIZADOR DIGITAL
20305,RL_CPE_CAD_USUARIO,STG_CPE_TUSU,TUSU,EMPRESTIMO PESSOAL,CREDITO PESSOAL
20336,RL_CPE_RENEGOCIACOES,,CRENE,EMPRESTIMO PESSOAL,CREDITO PESSOAL
20347,RL_CPE_LANC_CONTABEIS,,ECONTA,EMPRESTIMO PESSOAL,CREDITO PESSOAL
20387,ARQ_PREV_FRD_REGRA_14_2,RL_VCL_RET_GRAVAME,RL_CAD_BEM_FINANC;RL_VCL_CAD_VEIC_GRAVAME;RL_VCL_CONTR_GRAVAME;RL_VCL_RET_GRAVAME;RL_INV_EVENTOS_TITULOS;RL_INV_TITULOS,PREVENCAO A FRAUDES,PREVENCAO A FRAUDES
20390,ARQ_PREV_FRD_REGRA_14_2,RL_CAD_BEM_FINANC,RL_CAD_BEM_FINANC;RL_VCL_CAD_VEIC_GRAVAME;RL_VCL_CONTR_GRAVAME;RL_VCL_RET_GRAVAME;RL_INV_EVENTOS_TITULOS;RL_INV_TITULOS,PREVENCAO A FRAUDES,PREVENCAO A FRAUDES
20391,ARQ_PREV_FRD_REGRA_1_A_6,RL_CGO_HIST_FIN,RL_CAD_CLI; RL_CGO_CAD_USUARIO;RL_CGO_CTRO;RL_CGO_HIST_FIN;RL_CGO_PARC;RL_CGO_PARC_EXTR;RL_CGO_PRODUTO,PREVENCAO A FRAUDES,PREVENCAO A FRAUDES
20395,ARQ_PREV_FRD_REGRA_20,RL_CNS_CAD_CLI,RL_CNS_CAD_CLI;RL_CNS_LOGS,PREVENCAO A FRAUDES,PREVENCAO A FRAUDES
20478,RL_FMR_PROCESSOSFRAUDADORES,,PROCESSOSFRAUDADORES,FORMALIZADOR DIGITAL,FORMALIZADOR DIGITAL
20480,RL_FMR_PROCESSOSNOMESBUREAU,STG_FMR_PROCESSOSNOMESBUREAU,PROCESSOSNOMESBUREAU,FORMALIZADOR DIGITAL,FORMALIZADOR DIGITAL
20482,RL_FMR_PROCESSOSNOMESBUREAU,,PROCESSOSNOMESBUREAU,FORMALIZADOR DIGITAL,FORMALIZADOR DIGITAL
20483,RL_FMR_PROCESSOSSELFIES,STG_FMR_PROCESSOSSELFIES,PROCESSOSSELFIES,FORMALIZADOR DIGITAL,FORMALIZADOR DIGITAL
20486,RL_FMR_PROCESSOSSELFIES,,PROCESSOSSELFIES,FORMALIZADOR DIGITAL,FORMALIZADOR DIGITAL
20487,RL_FMR_PRODUTOS,STG_FMR_PRODUTOS,PRODUTOS,FORMALIZADOR DIGITAL,FORMALIZADOR DIGITAL
20488,RL_FMR_PRODUTOS,,PRODUTOS,FORMALIZADOR DIGITAL,FORMALIZADOR DIGITAL
20490,RL_FMR_ASSINATURA,STG_FMR_ASSINATURA,ASSINATURA,FORMALIZADOR DIGITAL,FORMALIZADOR DIGITAL
20493,RL_FMR_ASSINATURA,,ASSINATURA,FORMALIZADOR DIGITAL,FORMALIZADOR DIGITAL
20495,RL_FMR_ASSINATURA_SIG_PROPOSTA,STG_FMR_ASSINATURA_SIG_PROPOSTA,ASSINATURA_SIG_PROPOSTA,FORMALIZADOR DIGITAL,FORMALIZADOR DIGITAL
20500,RL_FMR_ASSINATURA_SIG_PROPOSTA,,ASSINATURA_SIG_PROPOSTA,FORMALIZADOR DIGITAL,FORMALIZADOR DIGITAL
20502,RL_FMR_BIOMETRIA_SIMILARIDADE,STG_FMR_BIOMETRIA_SIMILARIDADE,BIOMETRIA_SIMILARIDADE,FORMALIZADOR DIGITAL,FORMALIZADOR DIGITAL
20692,RL_FMR_BIOMETRIA_SIMILARIDADE,,BIOMETRIA_SIMILARIDADE,FORMALIZADOR DIGITAL,FORMALIZADOR DIGITAL
20694,RL_FMR_COMPARACAO,STG_FMR_COMPARACAO,COMPARACAO,FORMALIZADOR DIGITAL,FORMALIZADOR DIGITAL
20700,RL_FMR_COMPARACAO,,COMPARACAO,FORMALIZADOR DIGITAL,FORMALIZADOR DIGITAL
20701,RL_FMR_CONFIRMACAO_EMAIL,STG_FMR_CONFIRMACAO_EMAIL,CONFIRMACAO_EMAIL,FORMALIZADOR DIGITAL,FORMALIZADOR DIGITAL
20703,RL_FMR_CONFIRMACAO_EMAIL,,CONFIRMACAO_EMAIL,FORMALIZADOR DIGITAL,FORMALIZADOR DIGITAL
20704,RL_FMR_CONT_PROPOSTA_FINALIZACAO,STG_FMR_CONT_PROPOSTA_FINALIZACAO,CONT_PROPOSTA_FINALIZACAO,FORMALIZADOR DIGITAL,FORMALIZADOR DIGITAL
20709,RL_FMR_CONT_PROPOSTA_FINALIZACAO,,CONT_PROPOSTA_FINALIZACAO,FORMALIZADOR DIGITAL,FORMALIZADOR DIGITAL
20710,RL_FMR_CONT_INTEGRACAO_MESA,STG_FMR_CONT_INTEGRACAO_MESA,CONT_INTEGRACAO_MESA,FORMALIZADOR DIGITAL,FORMALIZADOR DIGITAL
20739,RL_CPE_CAD_USUARIO,,TUSU,EMPRESTIMO PESSOAL,CREDITO PESSOAL
20740,RL_CPE_CESSOES_CREDITO,STG_CPE_CCERE,CCCRE,EMPRESTIMO PESSOAL,CREDITO PESSOAL
20892,RL_FMR_CONT_INTEGRACAO_MESA,,CONT_INTEGRACAO_MESA,FORMALIZADOR DIGITAL,FORMALIZADOR DIGITAL
20894,RL_FMR_DOCUMENTO_IDENTIFICACAO,STG_FMR_DOCUMENTO_IDENTIFICACAO,DOCUMENTO_IDENTIFICACAO,FORMALIZADOR DIGITAL,FORMALIZADOR DIGITAL
20909,RL_FMR_DOCUMENTO_IDENTIFICACAO,,DOCUMENTO_IDENTIFICACAO,FORMALIZADOR DIGITAL,FORMALIZADOR DIGITAL
20911,RL_FMR_DOC_IDENT_DADOS_UPLOAD,STG_FMR_DOC_IDENT_DADOS_UPLOAD,DOC_IDENT_DADOS_UPLOAD,FORMALIZADOR DIGITAL,FORMALIZADOR DIGITAL
20955,RL_CPE_LANC_MANUAIS,,EXCMDC,EMPRESTIMO PESSOAL,CREDITO PESSOAL
21084,RL_FMR_DOC_IDENT_DADOS_UPLOAD,,DOC_IDENT_DADOS_UPLOAD,FORMALIZADOR DIGITAL,FORMALIZADOR DIGITAL
21094,RL_FMR_DOC_IDENT_OCR_CAMPOS,STG_FMR_DOC_IDENT_OCR_CAMPOS,DOC_IDENT_OCR_CAMPOS,FORMALIZADOR DIGITAL,FORMALIZADOR DIGITAL
21098,RL_FMR_DOC_IDENT_OCR_CAMPOS,,DOC_IDENT_OCR_CAMPOS,FORMALIZADOR DIGITAL,FORMALIZADOR DIGITAL
21099,RL_FMR_DOC_IDENT_SAGNATARIO,STG_FMR_DOC_IDENT_SAGNATARIO,DOC_IDENT_SAGNATARIO,FORMALIZADOR DIGITAL,FORMALIZADOR DIGITAL
21102,RL_FMR_DOC_IDENT_SAGNATARIO,,DOC_IDENT_SAGNATARIO,FORMALIZADOR DIGITAL,FORMALIZADOR DIGITAL
21104,RL_FMR_DOC_OUTROS_OCR,STG_FMR_DOC_OUTROS_OCR,DOC_OUTROS_OCR,FORMALIZADOR DIGITAL,FORMALIZADOR DIGITAL
21109,RL_FMR_DOC_OUTROS_OCR,,DOC_OUTROS_OCR,FORMALIZADOR DIGITAL,FORMALIZADOR DIGITAL
21163,RL_CPE_COMISSIONADOS,,TASSE,EMPRESTIMO PESSOAL,CREDITO PESSOAL
21273,RL_FMR_DOC_OUTROS_OCR_CAMPOS,STG_FMR_DOC_OUTROS_OCR_CAMPOS,DOC_OUTROS_OCR_CAMPOS,FORMALIZADOR DIGITAL,FORMALIZADOR DIGITAL
21279,RL_FMR_DOC_OUTROS_OCR_CAMPOS,,DOC_OUTROS_OCR_CAMPOS,FORMALIZADOR DIGITAL,FORMALIZADOR DIGITAL
21281,RL_FMR_HIST_ENVIO_LINK_FORMAL,STG_FMR_HIST_ENVIO_LINK_FORMAL,HIST_ENVIO_LINK_FORMAL,FORMALIZADOR DIGITAL,FORMALIZADOR DIGITAL
21286,RL_FMR_HIST_ENVIO_LINK_FORMAL,,HIST_ENVIO_LINK_FORMAL,FORMALIZADOR DIGITAL,FORMALIZADOR DIGITAL
21288,RL_FMR_HIST_STATUS_PROPOSTA,STG_FMR_HIST_STATUS_PROPOSTA,HIST_STATUS_PROPOSTA,FORMALIZADOR DIGITAL,FORMALIZADOR DIGITAL
21293,RL_FMR_HIST_STATUS_PROPOSTA,,HIST_STATUS_PROPOSTA,FORMALIZADOR DIGITAL,FORMALIZADOR DIGITAL
21294,RL_FMR_LINK_FORMALIZACAO,STG_FMR_LINK_FORMALIZACAO,LINK_FORMALIZACAO,FORMALIZADOR DIGITAL,FORMALIZADOR DIGITAL
21318,RL_CPE_CESSOES_CREDITO,,CCCRE,EMPRESTIMO PESSOAL,CREDITO PESSOAL
21463,RL_FMR_LINK_FORMALIZACAO,,LINK_FORMALIZACAO,FORMALIZADOR DIGITAL,FORMALIZADOR DIGITAL
21465,RL_FMR_MOTIVO_RECUSA_PROPOSTA,STG_FMR_MOTIVO_RECUSA_PROPOSTA,MOTIVO_RECUSA_PROPOSTA,FORMALIZADOR DIGITAL,FORMALIZADOR DIGITAL
21469,RL_FMR_MOTIVO_RECUSA_PROPOSTA,,MOTIVO_RECUSA_PROPOSTA,FORMALIZADOR DIGITAL,FORMALIZADOR DIGITAL
21470,RL_FMR_PENDENCIA_FORMALIZACAO,STG_FMR_PENDENCIA_FORMALIZACAO,PENDENCIA_FORMALIZACAO,FORMALIZADOR DIGITAL,FORMALIZADOR DIGITAL
21475,RL_FMR_PENDENCIA_FORMALIZACAO,,PENDENCIA_FORMALIZACAO,FORMALIZADOR DIGITAL,FORMALIZADOR DIGITAL
21476,RL_FMR_PROP_CTRL_INTEGRACAO_MESA,STG_FMR_PROP_CTRL_INTEGRACAO_MESA,PROP_CTRL_INTEGRACAO_MESA,FORMALIZADOR DIGITAL,FORMALIZADOR DIGITAL
21479,RL_FMR_PROP_CTRL_INTEGRACAO_MESA,,PROP_CTRL_INTEGRACAO_MESA,FORMALIZADOR DIGITAL,FORMALIZADOR DIGITAL
21481,RL_FMR_PROP_TIPO_OBS,STG_FMR_PROP_TIPO_OBS,PROP_TIPO_OBS,FORMALIZADOR DIGITAL,FORMALIZADOR DIGITAL
21554,RL_CPE_PROPOSTAS_ACORDO,,CPROP,EMPRESTIMO PESSOAL,CREDITO PESSOAL
21632,RL_CPE_ORIGEM4,STG_CPE_TORG4,TORG4,EMPRESTIMO PESSOAL,CREDITO PESSOAL
21708,RL_CPE_COMIS_DESP_PROPOSTAS,,CCOMP,EMPRESTIMO PESSOAL,CREDITO PESSOAL
21710,RL_CPE_PARC_PROPOSTAS,STG_CPE_CPARP,CPARP,EMPRESTIMO PESSOAL,CREDITO PESSOAL
21720,RL_CPE_PARC_PROPOSTAS,,CPARP,EMPRESTIMO PESSOAL,CREDITO PESSOAL
21771,RL_CPE_PROP_FASE_ANALISE_GESTAO,STG_CPE_EANALISE,EANALISE,EMPRESTIMO PESSOAL,CREDITO PESSOAL
21785,RL_CPE_SITUACAO_COB,STG_CPE_TSCOB,TSCOB,EMPRESTIMO PESSOAL,CREDITO PESSOAL
21794,RL_CRT_TITULO_PARCELA,STG_CRT_TITULO_PARCELA,TAB_TITULO_PARCELA,INTERSIC,CARTOES
21813,RL_CRT_WKF_OFERTA,STG_CRT_WKF_OFERTA,,DB CARTOES,CARTOES
21883,RL_CRT_CONTA_GCC,STG_CRT_CONTA_GCC,CONTA,DB CARTOES,CARTOES
21884,RL_CRT_CONTR_INCLUSAO,STG_CRT_CONTR_INCLUSAO,CONTR_INCLUSAO,DB CARTOES,CARTOES
21887,RL_CRT_CTRL_DEV_CART,STG_CRT_CTRL_DEV_CART,CTRL_DEV_CART,DB CARTOES,CARTOES
21899,RL_CRT_CTRL_DEV_CART,,CTRL_DEV_CART,DB CARTOES,CARTOES
21900,RL_CRT_CTRL_SEGURO,STG_CRT_CTRL_SEGURO,CTRL_SEGURO,DB CARTOES,CARTOES
21905,RL_CRT_WKF_OFERTA,,,DB CARTOES,CARTOES
21906,RL_CRT_WKF_OFERTA_RETORNO,STG_CRT_WKF_OFERTA_RETORNO,OfertaRetorno,DB CARTOES,CARTOES
21910,RL_CRV_AUX_CRITERIO_CGO,RL_CRV_OPERACAO_CGO,,PANCRED,PANCRED
21913,RL_CRV_AUX_CRITERIO_CGO,RL_CRV_DECISAO_CGO,,PANCRED,PANCRED
21914,RL_CRV_AUX_CRITERIO_CGO,RL_CRV_CRITERIO_CGO,,PANCRED,PANCRED
21939,RL_CPE_ORIGEM1,STG_CPE_TORG1,torg1,EMPRESTIMO PESSOAL,CREDITO PESSOAL
21955,RL_CPE_ORIGEM2,STG_CPE_TORG2,torg2,EMPRESTIMO PESSOAL,CREDITO PESSOAL
21966,RL_CPE_ORIGEM2,,torg2,EMPRESTIMO PESSOAL,CREDITO PESSOAL
21967,RL_CPE_ORIGEM3,STG_CPE_TORG3,TORG3,EMPRESTIMO PESSOAL,CREDITO PESSOAL
21979,RL_CRT_DEVEDOR,STG_CRT_DEVEDOR,TAB_DEVEDOR,INTERSIC,CARTOES
22002,RL_CRV_AUX_CRITERIO_CGO,RL_CRV_SISTEMA_CGO,,PANCRED,PANCRED
22003,RL_CRV_AUX_CRITERIO_CGO,RL_CRV_RESPOSTA_CGO,,PANCRED,PANCRED
22006,RL_CRV_AUX_DISCRETA_CGO,RL_CRV_PRODUTO_CGO,,PANCRED,PANCRED
22007,RL_CRV_AUX_DISCRETA_CGO,RL_CRV_VLRVARIAVELDRIVER_CGO,,PANCRED,PANCRED
22009,RL_CRV_AUX_DISCRETA_CGO,,,PANCRED,PANCRED
22016,RL_FMR_PASSAGEM_FORMALIZADOR,RL_FMR_BCD_PROC_PROPOSTAS,PASSAGEM_FORMALIZADOR,FORMALIZADOR DIGITAL,FORMALIZADOR DIGITAL
22017,RL_FMR_PASSAGEM_FORMALIZADOR,RL_FMR_PROCESSOS,PASSAGEM_FORMALIZADOR,FORMALIZADOR DIGITAL,FORMALIZADOR DIGITAL
22024,RL_FMR_PASSAGEM_FORMALIZADOR,RL_FMR_BCD_ANALISES_FORMALIZACAO,PASSAGEM_FORMALIZADOR,FORMALIZADOR DIGITAL,FORMALIZADOR DIGITAL
22043,RL_CPE_ORIGEM3,,TORG3,EMPRESTIMO PESSOAL,CREDITO PESSOAL
22056,RL_CRT_DEVEDOR_ENDERECO,STG_CRT_DEVEDOR_ENDERECO,TAB_DEVEDOR_ENDERECO,INTERSIC,CARTOES
22068,RL_CRT_DEVEDOR_ENDERECO,,TAB_DEVEDOR_ENDERECO,INTERSIC,CARTOES
22070,RL_CRT_DISTRIBUICAO_TITULO,STG_CRT_DISTRIBUICAO_TITULO,TAB_DISTRIBUICAO_TITULO,INTERSIC,CARTOES
22075,RL_CRT_DISTRIBUICAO_TITULO,,TAB_DISTRIBUICAO_TITULO,INTERSIC,CARTOES
22078,RL_CRT_FAIXA_ATRASO_INTERSIC,STG_CRT_FAIXA_ATRASO_INTERSIC,TblFaixaAtrasoIntersic,INTERSIC,CARTOES
22080,RL_CRT_LIM_PRE_APROVADO,STG_CRT_LIM_PRE_APROVADO,CARTOES_LIMITES_PRE_APROVADO,DB CARTOES,CARTOES
22083,RL_CRT_DEVEDOR,,TAB_DEVEDOR,INTERSIC,CARTOES
22156,RL_CRT_MOTIVORECUSA_GCC,STG_CRT_MOTIVORECUSA_GCC,MOTIVORECUSA,DB CARTOES,CARTOES
22161,RL_CRT_MOVIMENTO_PARCELA,STG_CRT_MOVIMENTO_PARCELA,TAB_MOVIMENTO_PARCELA,INTERSIC,CARTOES
22163,RL_CRT_MOVIMENTO_PARCELA,,TAB_MOVIMENTO_PARCELA,INTERSIC,CARTOES
22164,RL_CRT_MOVTO_CONTA_CORRENTE,,TAB_MOVIMENTO_CONTA_CORRENTE,INTERSIC,CARTOES
22218,RL_CRT_ACORDO,,TAB_ACORDO,INTERSIC,CARTOES
22258,RL_CRT_CAD_CONTA_COMPL,,CAD_CONTA_COMPL,DB CARTOES,CARTOES
22261,RL_CRT_CAD_COMPL,,,DB CARTOES,CARTOES
22278,RL_CRT_ARQ_FATURA_PARCELA,,ARQ_FATURA_PARCELA,DB CARTOES,CARTOES
22280,RL_CRT_TAB_USUARIO,STG_CRT_TAB_USUARIO,TAB_USUARIO,INTERSIC,CARTOES
22306,RL_CRT_TAB_USUARIO,,TAB_USUARIO,INTERSIC,CARTOES
22308,RL_CRT_TAB_PROPOSTA,STG_CRT_TAB_PROPOSTA,TAB_PROPOSTA,INTERSIC,CARTOES
22338,RL_CRT_CLEARSALEPROCESS_GCC,,CLEARSALEPROCESSAMENTO,GCC,CARTOES
22340,RL_CRT_TB_AUTORIZACAO_ANALITICA,,,DB CARTOES,CARTOES
22342,RL_CRT_TITULO_PARCELA,,TAB_TITULO_PARCELA,INTERSIC,CARTOES
22344,RL_CRT_MOVTO_CONTA_CORRENTE,STG_CRT_MOVTO_CONTA_CORRENTE,TAB_MOVIMENTO_CONTA_CORRENTE,INTERSIC,CARTOES
22474,RL_CRT_PARAM_NEGOC_2_FASE_PL,STG_CRT_COD_NEG_2_FASE_PLANO,TAB_CODIGO_NEGOCIACAO_2_FASE_PLANO,INTERSIC,CARTOES
22479,RL_CRT_PARAM_NEGOC_2_FASE_PL,,TAB_CODIGO_NEGOCIACAO_2_FASE_PLANO,INTERSIC,CARTOES
22481,RL_CRT_PARAM_NEGOCIACAO,STG_CRT_PARAM_NEGOCIACAO,TAB_PARAM_NEGOCIACAO,INTERSIC,CARTOES
22562,RL_CRT_TB_AUTORIZACAO_ANALITICA,RL_CRT_LOGO,,DB CARTOES,CARTOES
22739,RL_CRT_CARTEIRA,,TAB_CARTEIRA,INTERSIC,CARTOES
22741,RL_CRT_TAB_ACORDO_PARCELA,STG_CRT_TAB_ACORDO_PARCELA,TAB_ACORDO_PARCELA,INTERSIC,CARTOES
22790,RL_CRT_TAB_PROPOSTA,,TAB_PROPOSTA,INTERSIC,CARTOES
22984,RL_CRT_TAB_ACORDO_PARCELA,,TAB_ACORDO_PARCELA,INTERSIC,CARTOES
22986,RL_CRT_TAB_ACORDO_TIT_PARCELA,STG_CRT_TAB_ACORDO_TIT_PARCELA,TAB_ACORDO_TIT_PARCELA,INTERSIC,CARTOES
23010,RL_BCD_SGT_AUDITORIARETORNOTRANSACAO,STG_CRT_SGT_AUDITORIARETORNOTRANSACAO,TB_AUDITORIARETORNOTRANSACAO,SGT,CARTOES
23021,RL_BCD_SGT_AUDITORIARETORNOTRANSACAO,,TB_AUDITORIARETORNOTRANSACAO,SGT,CARTOES
23023,RL_BCD_SGT_CANAL,STG_CRT_SGT_CANAL,TB_CANAL,SGT,CARTOES
23032,RL_BCD_SGT_CANAL,,TB_CANAL,SGT,CARTOES
23034,RL_CRT_SGT_CARTAOCONTACORRENTE,STG_CRT_SGT_CARTAOCONTACORRENTE,TB_CARTAOCONTACORRENTE,SGT,CARTOES
23084,RL_CRT_PARAM_NEGOCIACAO,,TAB_PARAM_NEGOCIACAO,INTERSIC,CARTOES
23104,RL_CRT_FAIXA_ATRASO_INTERSIC,,TblFaixaAtrasoIntersic,INTERSIC,CARTOES
23247,RL_CRT_CONTA_GCC,,CONTA,DB CARTOES,CARTOES
23249,RL_CRT_PROPOSTA_GCC,STG_CRT_PROPOSTA_GCC,PROPOSTA,DB CARTOES,CARTOES
23267,RL_CRT_SGT_CARTAOCONTACORRENTE,,TB_CARTAOCONTACORRENTE,SGT,CARTOES
23268,RL_BCD_SGT_EXCECAO,STG_CRT_SGT_EXCECAO,TB_EXCECAO,SGT,CARTOES
23277,RL_BCD_SGT_EXCECAO,,TB_EXCECAO,SGT,CARTOES
23282,RL_BCD_SGT_PARAMETROS,,TB_PARAMETROS,SGT,CARTOES
23290,RL_BCD_SGT_RETORNOTRANSACAO,,TB_RETORNOTRANSACAO,SGT,CARTOES
23298,RL_BCD_SGT_TIPOTRANSACAO,,TB_TIPOTRANSACAO,SGT,CARTOES
23382,RL_CRT_PROPOSTA_GCC,,PROPOSTA,DB CARTOES,CARTOES
23384,RL_CRT_CONTR_ALTERACAO,STG_CRT_CONTR_ALTERACAO,CONTR_ALTERACAO,DB CARTOES,CARTOES
23511,RL_CRT_CONTR_ALTERACAO,,CONTR_ALTERACAO,DB CARTOES,CARTOES
23548,RL_CRT_WKF_OFERTA_RETORNO,,OfertaRetorno,DB CARTOES,CARTOES
23608,RL_CRT_CLIENTE,,TAB_CLIENTE,INTERSIC,CARTOES
23643,RL_CRT_CTRL_SEGURO,,CTRL_SEGURO,DB CARTOES,CARTOES
23645,RL_CRT_TAB_BLOQ_REST_DIST,STG_CRT_TAB_BLOQ_REST_DIST,TAB_BLOQUEIO_RESTRICAO_DISTRIBUICAO,INTERSIC,CARTOES
23651,RL_CRT_TAB_BLOQ_REST_DIST,,TAB_BLOQUEIO_RESTRICAO_DISTRIBUICAO,INTERSIC,CARTOES
23785,RL_CRT_CAD_CLIENTE_COMPL,,,DB CARTOES,CARTOES
23817,RL_CRT_ARQ_AUTORIZACAO,,,DB CARTOES,CARTOES
23895,RL_CRT_MOTIVORECUSA_GCC,,MOTIVORECUSA,DB CARTOES,CARTOES
24021,RL_CPE_MODALIDADE,,TMODA,EMPRESTIMO PESSOAL,CREDITO PESSOAL
24023,RL_CPE_PARC_CEDIDA,STG_CPE_CPCES,CPCES,EMPRESTIMO PESSOAL,CREDITO PESSOAL
24069,RL_CRT_NPC_FATURA_SMS,STG_CRT_NPC_FATURA_SMS,NPC_FATURA_SMS,DB CARTOES,CARTOES
24079,RL_CRT_NPC_FATURA_SMS,,NPC_FATURA_SMS,DB CARTOES,CARTOES
24081,RL_CRT_NPC_RELATORIO_FOLHETERIA,STG_CRT_NPC_RELATORIO_FOLHETERIA,NPC_RELATORIO_FOLHETERIA,DB CARTOES,CARTOES
24096,RL_CRT_NPC_RELATORIO_FOLHETERIA,,NPC_RELATORIO_FOLHETERIA,DB CARTOES,CARTOES
24115,RL_VCL_CAD_CLASSIF_ORIGEM,STG_VCL_TCLASORG,TCLASORG,NPV,VEICULOS
24117,RL_VCL_CAD_CLASSIF_ORIGEM,,TCLASORG,NPV,VEICULOS
24119,RL_VCL_CAD_UNIDADE,STG_VCL_TORG3,TORG3,NPV,VEICULOS
24190,RL_CRT_CLIENTE_GCC,,CLIENTE,DB CARTOES,CARTOES
24195,RL_CRT_CONTR_INCLUSAO,,CONTR_INCLUSAO,DB CARTOES,CARTOES
24197,RL_CRT_TELEFONE_GCC,STG_CRT_TELEFONE_GCC,TELEFONE,DB CARTOES,CARTOES
24204,RL_CRT_TELEFONE_GCC,,TELEFONE,DB CARTOES,CARTOES
24230,RL_CPE_CLIENTES,,CCLIE,EMPRESTIMO PESSOAL,CREDITO PESSOAL
24232,RL_CPE_ASSESSORIAS,STG_CPE_TACOB,TACOB,EMPRESTIMO PESSOAL,CREDITO PESSOAL
24274,RL_CPE_ORIGEM4,,TORG4,EMPRESTIMO PESSOAL,CREDITO PESSOAL
24276,RL_CPE_ORIGEM5,STG_CPE_TORG5,torg5,EMPRESTIMO PESSOAL,CREDITO PESSOAL
24297,RL_CPE_PARC_CEDIDA,,CPCES,EMPRESTIMO PESSOAL,CREDITO PESSOAL
24314,RL_CPE_ANALITICO_CONTABIL,STG_CPE_EACNT,EACNT,EMPRESTIMO PESSOAL,CREDITO PESSOAL
24347,RL_CPE_ACORDO_PARCELA,STG_CPE_ACORDO_PARCELA,acordo_parcela,GESTOR DE ACORDOS,CREDITO PESSOAL
24455,RL_CRT_ARQ_TRANSACAO_INTERNET,,ARQ_TRANSACAO_INTERNET,DB CARTOES,CARTOES
24493,RL_CPE_ANALITICO_CONTABIL,,EACNT,EMPRESTIMO PESSOAL,CREDITO PESSOAL
24496,RL_CPE_ASSESSORIAS,,TACOB,EMPRESTIMO PESSOAL,CREDITO PESSOAL
24498,RL_CPE_BANCOS,STG_CPE_TBANC,TBANC,EMPRESTIMO PESSOAL,CREDITO PESSOAL
24526,RL_CPE_BANCOS,,TBANC,EMPRESTIMO PESSOAL,CREDITO PESSOAL
24645,RL_VCL_CAD_UNIDADE,,TORG3,NPV,VEICULOS
24647,RL_VCL_CAD_PRODUTO_SUBSEG,STG_VCL_TTPSUBPROD,TTPSUBPROD,NPV,VEICULOS
24649,RL_VCL_CAD_PRODUTO_SUBSEG,,TTPSUBPROD,NPV,VEICULOS
24650,RL_VCL_CAD_SEG_PROD,STG_VCL_TTPPROD,TTPPROD,NPV,VEICULOS
24651,RL_VCL_CAD_SEG_PROD,,TTPPROD,NPV,VEICULOS
