,TABELA_DESTINO,TABELA_ORIGEM,TABELA_ORIGEM_SISTEMA,SISTEMA,ASSUNTO
3059,RL_JUR_TBL_TRA_PAGAMENTO,RL_JUR_TBL_PESSOA,RL_JUR_TBL_ESCRITORIO;RL_JUR_TBL_INFOPROCESSO;RL_JUR_TBL_NATUREZA;RL_JUR_TBL_PESSOA;RL_JUR_TBL_PROCESSO;RL_JUR_TBL_RELPAGREG;RL_JUR_TBL_RELPAGREGFATURA;,JURIDICO,JURIDICO
3090,RL_PROP_FASE_ANALISE_ACORDO,,CMOVP,NPV,VEICULOS
3091,RL_PROP_FASE_ANALISE_GESTAO,STG_VCL_EANALISE,EANALISE,NPV,VEICULOS
3098,RL_PROP_HIST,STG_VCL_CCOMP,CCOMP,NPV,VEICULOS
3117,RL_PROP_HIST,,CCOMP,NPV,VEICULOS
3118,RL_PROP_LCTO_OCORR,STG_CRED_EOCOR,EOCOR,NPV,VEICULOS
3119,RL_JUR_TBL_TRA_PAGAMENTO,RL_JUR_TBL_RELPAGREG,RL_JUR_TBL_ESCRITORIO;RL_JUR_TBL_INFOPROCESSO;RL_JUR_TBL_NATUREZA;RL_JUR_TBL_PESSOA;RL_JUR_TBL_PROCESSO;RL_JUR_TBL_RELPAGREG;RL_JUR_TBL_RELPAGREGFATURA;,JURIDICO,JURIDICO
3122,RL_JUR_TBL_TRA_PAGAMENTO,RL_JUR_TBL_ESCRITORIO,RL_JUR_TBL_ESCRITORIO;RL_JUR_TBL_INFOPROCESSO;RL_JUR_TBL_NATUREZA;RL_JUR_TBL_PESSOA;RL_JUR_TBL_PROCESSO;RL_JUR_TBL_RELPAGREG;RL_JUR_TBL_RELPAGREGFATURA;,JURIDICO,JURIDICO
3177,RL_INV_ABCPMOV0,STG_INV_ABCPMOV0,ABCPMOV0,AUTBANK,CONTA CORRENTE / INVESTIMENTOS
3188,RL_INV_ABCPPAG0,STG_INV_ABCPPAG0,ABCPPAG0,AUTBANK,CONTA CORRENTE / INVESTIMENTOS
3197,RL_INV_ABCPPGT0,STG_INV_ABCPPGT0,ABCPPGT0,AUTBANK,CONTA CORRENTE / INVESTIMENTOS
3207,RL_INV_ITEM_LANCAMENTO,,ITENSLANCTO,AUTBANK,CONTA CORRENTE / INVESTIMENTOS
3208,RL_INV_LANCAMENTO,STG_INV_LANCAMENTO,LANCAMENTO,AUTBANK,CONTA CORRENTE / INVESTIMENTOS
3213,RL_INV_LANCAMENTO,,LANCAMENTO,AUTBANK,CONTA CORRENTE / INVESTIMENTOS
3214,RL_INV_LANCTOS_CR_COD_PROD,STG_INV_LANCTOS_CR_COD_PROD,LANCTOSCRCODPRODUTO,AUTBANK,CONTA CORRENTE / INVESTIMENTOS
3233,RL_JUD_TBL_AGENDAMENTO,,AGENDAMENTO,JURIDICO,JURIDICO
3251,RL_JUD_TBL_CLIENT,STG_JUD_TBL_CLIENT,CLIENT,JURIDICO,JURIDICO
3288,RL_PROP_OBS,STG_VCL_COBSE,COBSE,NPV,VEICULOS
3292,RL_PROP_OBS,,COBSE,NPV,VEICULOS
3293,RL_PROP_PARC,STG_VCL_CPARP,CPARP,NPV,VEICULOS
3307,RL_JUR_TBL_TRA_CADASTRADOS,RL_JUR_TBL_RELATLIMINAR,RL_JUR_TBL_ESCRITORIO;RL_JUR_TBL_FASEPROCESSUAL;RL_JUR_TBL_FORUM;RL_JUR_TBL_FUNCIONARIO;RL_JUR_TBL_INFOPROCESSO;RL_JUR_TBL_ORGAO;RL_JUR_TBL_PESSOA;RL_JUR_TBL_POSSIPERDA;RL_JUR_TBL_PROCESSO;RL_JUR_TBL_REGIAO;RL_JUR_TBL_RELATADVOGADOPARTE;RL_JUR_TBL_RELATAUTORREU;RL_JUR_TBL_RELATCAUSARAIZ;RL_JUR_TBL_RELATCAUSAREAL;RL_JUR_TBL_RELATCONTRATOS;RL_JUR_TBL_RELATFECHAMENTO;RL_JUR_TBL_RELATLIMINAR;RL_JUR_TBL_RELATPAGTOGEREN,JURIDICO,JURIDICO
3312,RL_JUR_TBL_TRA_PAGAMENTO,RL_JUR_TBL_RELPAGREGFATURA,RL_JUR_TBL_ESCRITORIO;RL_JUR_TBL_INFOPROCESSO;RL_JUR_TBL_NATUREZA;RL_JUR_TBL_PESSOA;RL_JUR_TBL_PROCESSO;RL_JUR_TBL_RELPAGREG;RL_JUR_TBL_RELPAGREGFATURA;,JURIDICO,JURIDICO
3313,RL_JUR_TBL_TRA_PROVISAO_ATUAL,RL_JUR_TRAB_PROVISAO_ANT,RL_JUR_TBL_TRA_PROVISAO_ATUAL;RL_JUR_TBL_TRA_PROVISAO_ATUAL;RL_JUR_TRAB_PROVISAO_ANT;RL_JUR_TBL_TRA_PROVISAO_ATUAL;RL_JUR_TBL_TRA_PROVISAO_ATUAL;RL_JUR_TBL_TRA_PROVISAO_ATUAL;RL_JUR_TBL_TRA_PROVISAO_ATUAL;RL_JUR_TBL_TRA_PROVISAO_ATUAL;RL_JUR_TBL_TRA_PROVISAO_ATUAL;RL_JUR_TBL_TRA_PROVISAO_ATUAL;RL_JUR_TRAB_PAGTOS_MES;RL_JUR_TBL_TRA_PROVISAO_ATUAL;RL_JUR_TRAB_TD_ABTCON;RL_JUR_TBL_TRA_PROVISAO_ATUAL;RL_JUR_TRAB_TD_FASE_PROC;RL_JUR_TBL_TRA_PROVISAO_ATUAL;RL_JUR_TRAB_JULGAMENTAL;RL_JUR_TBL_TRA_PROVISAO_ATUAL,JURIDICO,JURIDICO
3314,RL_JUR_TBL_TRA_PROVISAO_ATUAL,RL_JUR_TBL_TRA_PROVISAO_ATUAL,RL_JUR_TBL_TRA_PROVISAO_ATUAL;RL_JUR_TBL_TRA_PROVISAO_ATUAL;RL_JUR_TRAB_PROVISAO_ANT;RL_JUR_TBL_TRA_PROVISAO_ATUAL;RL_JUR_TBL_TRA_PROVISAO_ATUAL;RL_JUR_TBL_TRA_PROVISAO_ATUAL;RL_JUR_TBL_TRA_PROVISAO_ATUAL;RL_JUR_TBL_TRA_PROVISAO_ATUAL;RL_JUR_TBL_TRA_PROVISAO_ATUAL;RL_JUR_TBL_TRA_PROVISAO_ATUAL;RL_JUR_TRAB_PAGTOS_MES;RL_JUR_TBL_TRA_PROVISAO_ATUAL;RL_JUR_TRAB_TD_ABTCON;RL_JUR_TBL_TRA_PROVISAO_ATUAL;RL_JUR_TRAB_TD_FASE_PROC;RL_JUR_TBL_TRA_PROVISAO_ATUAL;RL_JUR_TRAB_JULGAMENTAL;RL_JUR_TBL_TRA_PROVISAO_ATUAL,JURIDICO,JURIDICO
3315,RL_JUR_TBL_TRA_PROVISAO_ATUAL,RL_JUR_TRAB_JULGAMENTAL,RL_JUR_TBL_TRA_PROVISAO_ATUAL;RL_JUR_TBL_TRA_PROVISAO_ATUAL;RL_JUR_TRAB_PROVISAO_ANT;RL_JUR_TBL_TRA_PROVISAO_ATUAL;RL_JUR_TBL_TRA_PROVISAO_ATUAL;RL_JUR_TBL_TRA_PROVISAO_ATUAL;RL_JUR_TBL_TRA_PROVISAO_ATUAL;RL_JUR_TBL_TRA_PROVISAO_ATUAL;RL_JUR_TBL_TRA_PROVISAO_ATUAL;RL_JUR_TBL_TRA_PROVISAO_ATUAL;RL_JUR_TRAB_PAGTOS_MES;RL_JUR_TBL_TRA_PROVISAO_ATUAL;RL_JUR_TRAB_TD_ABTCON;RL_JUR_TBL_TRA_PROVISAO_ATUAL;RL_JUR_TRAB_TD_FASE_PROC;RL_JUR_TBL_TRA_PROVISAO_ATUAL;RL_JUR_TRAB_JULGAMENTAL;RL_JUR_TBL_TRA_PROVISAO_ATUAL,JURIDICO,JURIDICO
3316,RL_JUR_TBL_TRA_PROVISAO_ATUAL,RL_JUR_TRAB_PAGTOS_MES,RL_JUR_TBL_TRA_PROVISAO_ATUAL;RL_JUR_TBL_TRA_PROVISAO_ATUAL;RL_JUR_TRAB_PROVISAO_ANT;RL_JUR_TBL_TRA_PROVISAO_ATUAL;RL_JUR_TBL_TRA_PROVISAO_ATUAL;RL_JUR_TBL_TRA_PROVISAO_ATUAL;RL_JUR_TBL_TRA_PROVISAO_ATUAL;RL_JUR_TBL_TRA_PROVISAO_ATUAL;RL_JUR_TBL_TRA_PROVISAO_ATUAL;RL_JUR_TBL_TRA_PROVISAO_ATUAL;RL_JUR_TRAB_PAGTOS_MES;RL_JUR_TBL_TRA_PROVISAO_ATUAL;RL_JUR_TRAB_TD_ABTCON;RL_JUR_TBL_TRA_PROVISAO_ATUAL;RL_JUR_TRAB_TD_FASE_PROC;RL_JUR_TBL_TRA_PROVISAO_ATUAL;RL_JUR_TRAB_JULGAMENTAL;RL_JUR_TBL_TRA_PROVISAO_ATUAL,JURIDICO,JURIDICO
3333,RL_JUD_TBL_AREA,,AREA,JURIDICO,JURIDICO
3334,RL_JUD_TBL_CARGO,STG_JUD_TBL_CARGO,CARGO,JURIDICO,JURIDICO
3351,RL_JUD_TBL_COMARCA,STG_JUD_TBL_COMARCA,COMARCA,JURIDICO,JURIDICO
3355,RL_JUD_TBL_COMARCA,,COMARCA,JURIDICO,JURIDICO
3356,RL_JUD_TBL_CONTRACT,STG_JUD_TBL_CONTRACT,CONTRACT,JURIDICO,JURIDICO
3359,RL_INV_ABCPPRC0,STG_INV_ABCPPRC0,ABCPPRC0,AUTBANK,CONTA CORRENTE / INVESTIMENTOS
3379,RL_INV_ABCPPRC0,,ABCPPRC0,AUTBANK,CONTA CORRENTE / INVESTIMENTOS
3380,RL_INV_BAIXAS_OPERACIONAIS,STG_INV_BAIXAS_OPERACIONAIS,BAIXAS_OPERACIONAIS,AUTBANK,CONTA CORRENTE / INVESTIMENTOS
3386,RL_INV_BANCOS,STG_INV_BANCOS,BANCOS,AUTBANK,CONTA CORRENTE / INVESTIMENTOS
3395,RL_INV_LANCTOS_CR_COD_PROD,,LANCTOSCRCODPRODUTO,AUTBANK,CONTA CORRENTE / INVESTIMENTOS
3397,RL_INV_LOGTITULOS_INTERNET,STG_INV_LOGTITULOS_INTERNET,LOGTITULOS_INTERNET,AUTBANK,CONTA CORRENTE / INVESTIMENTOS
3481,RL_PROP_PARC,,CPARP,NPV,VEICULOS
3482,RL_PROP_PAUSA_ANALISE,STG_CRED_EPAUSA,EPAUSA,NPV,VEICULOS
3485,RL_PROP_RENEG,STG_VCL_CRENP,CRENP,NPV,VEICULOS
3499,RL_JUR_TBL_TRA_CADASTRADOS,RL_JUR_TBL_REGIAO,RL_JUR_TBL_ESCRITORIO;RL_JUR_TBL_FASEPROCESSUAL;RL_JUR_TBL_FORUM;RL_JUR_TBL_FUNCIONARIO;RL_JUR_TBL_INFOPROCESSO;RL_JUR_TBL_ORGAO;RL_JUR_TBL_PESSOA;RL_JUR_TBL_POSSIPERDA;RL_JUR_TBL_PROCESSO;RL_JUR_TBL_REGIAO;RL_JUR_TBL_RELATADVOGADOPARTE;RL_JUR_TBL_RELATAUTORREU;RL_JUR_TBL_RELATCAUSARAIZ;RL_JUR_TBL_RELATCAUSAREAL;RL_JUR_TBL_RELATCONTRATOS;RL_JUR_TBL_RELATFECHAMENTO;RL_JUR_TBL_RELATLIMINAR;RL_JUR_TBL_RELATPAGTOGEREN,JURIDICO,JURIDICO
3500,RL_JUR_TBL_TRA_CADASTRADOS,RL_JUR_TBL_RELATCAUSARAIZ,RL_JUR_TBL_ESCRITORIO;RL_JUR_TBL_FASEPROCESSUAL;RL_JUR_TBL_FORUM;RL_JUR_TBL_FUNCIONARIO;RL_JUR_TBL_INFOPROCESSO;RL_JUR_TBL_ORGAO;RL_JUR_TBL_PESSOA;RL_JUR_TBL_POSSIPERDA;RL_JUR_TBL_PROCESSO;RL_JUR_TBL_REGIAO;RL_JUR_TBL_RELATADVOGADOPARTE;RL_JUR_TBL_RELATAUTORREU;RL_JUR_TBL_RELATCAUSARAIZ;RL_JUR_TBL_RELATCAUSAREAL;RL_JUR_TBL_RELATCONTRATOS;RL_JUR_TBL_RELATFECHAMENTO;RL_JUR_TBL_RELATLIMINAR;RL_JUR_TBL_RELATPAGTOGEREN,JURIDICO,JURIDICO
3543,RL_INV_BANCOS,,BANCOS,AUTBANK,CONTA CORRENTE / INVESTIMENTOS
3544,RL_INV_BANCO_AGENCIAS,STG_INV_BANCO_AGENCIAS,BANCO_AGENCIAS,AUTBANK,CONTA CORRENTE / INVESTIMENTOS
3550,RL_INV_BANCO_AGENCIAS,,BANCO_AGENCIAS,AUTBANK,CONTA CORRENTE / INVESTIMENTOS
3551,RL_INV_BARRAS,STG_INV_BARRAS,BARRAS,AUTBANK,CONTA CORRENTE / INVESTIMENTOS
3552,RL_INV_BLOQUEIO_CONTAS,STG_INV_BLOQUEIO_CONTAS,,AUTBANK,CONTA CORRENTE / INVESTIMENTOS
3554,RL_INV_BLOQUEIO_CONTAS,,,AUTBANK,CONTA CORRENTE / INVESTIMENTOS
3555,RL_INV_BLOQUETE_NR,STG_INV_BLOQUETE_NR,BLOQUETE_NR,AUTBANK,CONTA CORRENTE / INVESTIMENTOS
3561,RL_INV_BLOQUETE_NR,,BLOQUETE_NR,AUTBANK,CONTA CORRENTE / INVESTIMENTOS
3562,RL_INV_BLOQUETE_SR,STG_INV_BLOQUETE_SR,BLOQUETE_SR,AUTBANK,CONTA CORRENTE / INVESTIMENTOS
3567,RL_INV_BLOQUETE_SR,,BLOQUETE_SR,AUTBANK,CONTA CORRENTE / INVESTIMENTOS
3568,RL_INV_BOLETO_TRANSFERENCIAS,STG_INV_BOLETO_TRANSFERENCIAS,BOLETO_TRANSFERENCIAS,AUTBANK,CONTA CORRENTE / INVESTIMENTOS
3587,RL_INV_LOGTITULOS_INTERNET,,LOGTITULOS_INTERNET,AUTBANK,CONTA CORRENTE / INVESTIMENTOS
3588,RL_INV_LOG_MOVIMENTACAO,STG_INV_LOG_MOVIMENTACAO,LOG_MOVIMENTACAO,AUTBANK,CONTA CORRENTE / INVESTIMENTOS
3593,RL_INV_LOG_MOVIMENTACAO,,LOG_MOVIMENTACAO,AUTBANK,CONTA CORRENTE / INVESTIMENTOS
3625,RL_JUD_TBL_CONTRACT,,CONTRACT,JURIDICO,JURIDICO
3626,RL_JUD_TBL_ELAW_LOG,STG_JUD_TBL_ELAW_LOG,ELAW_LOG,JURIDICO,JURIDICO
3637,RL_JUD_TBL_EL_FIELD_VALUE,STG_JUD_TBL_EL_FIELD_VALUE,EL_FIELD_VALUE,JURIDICO,JURIDICO
3665,RL_INV_BOLETO_TRANSFERENCIAS,,BOLETO_TRANSFERENCIAS,AUTBANK,CONTA CORRENTE / INVESTIMENTOS
3666,RL_INV_CHEQUE_NR,STG_INV_CHEQUE_NR,CHEQUE_NR,AUTBANK,CONTA CORRENTE / INVESTIMENTOS
3674,RL_PROP_RENEG,,CRENP,NPV,VEICULOS
3676,RL_SEGMENTO_ORIGEM,STG_VCL_TORGTPPROD,TORGTPPROD,NPV,VEICULOS
3677,RL_SEGMENTO_ORIGEM,,TORGTPPROD,NPV,VEICULOS
3678,RL_SITCONTA,STG_SITCONTA,SITCONTA,AUTBANK,CONTA CORRENTE / INVESTIMENTOS
3684,RL_TB_CGO_SIMUL_EMP_PRODUCAO,STG_TB_CGO_SIMUL_EMP_PRODUCAO,CRM_RETORNO_CONSIG_SIMULACOES_EMPRESTIMO_PRODUCAO,PANCRED,PANCRED
3696,RL_JUR_TBL_VALORPEDIDO,STG_JUR_TBL_VALORPEDIDO,JUR_tbl_valorPedido,JURIDICO,JURIDICO
3703,RL_JUR_TBL_VALORPEDIDO,,JUR_tbl_valorPedido,JURIDICO,JURIDICO
3704,RL_JUR_TBL_VALORPEDIDORISCO,STG_JUR_TBL_VALORPEDIDORISCO,JUR_tbl_valorPedidoRisco,JURIDICO,JURIDICO
3707,RL_JUR_TRAB_FIANCA_ATIVA,STG_JUR_ARQ_TRAB_FIANCA_ATIVA,prov_TRAB_TD_FIANCA_ATIVA,JURIDICO,JURIDICO
3749,RL_TB_CGO_SIMUL_EMP_PRODUCAO,,CRM_RETORNO_CONSIG_SIMULACOES_EMPRESTIMO_PRODUCAO,PANCRED,PANCRED
3750,RL_VCL_AGEN_GRAVAME,,CAGENGRAV,NPV,VEICULOS
3751,RL_VCL_APOIO_TB_ACORDO,STG_VCL_APOIO_TB_ACORDO,APOIO_TB_ACORDO,NPV,VEICULOS
3754,RL_VCL_BOLETOS,STG_VCL_EBOLE,EBOLE,NPV,VEICULOS
3755,RL_VCL_BOLETOS,,EBOLE,NPV,VEICULOS
3756,RL_VCL_CAD_BANCO,STG_VCL_TBANC,TBANC,NPV,VEICULOS
3766,RL_INV_LOG_REQUISITA_TED,STG_INV_LOG_REQUISITA_TED,LOG_REQUISITA_TED,AUTBANK,CONTA CORRENTE / INVESTIMENTOS
3784,RL_INV_LOG_REQUISITA_TED,,LOG_REQUISITA_TED,AUTBANK,CONTA CORRENTE / INVESTIMENTOS
3785,RL_INV_MENSAGENS_ERRO,STG_INV_MENSAGENS_ERRO,MENSAGENS_ERRO,AUTBANK,CONTA CORRENTE / INVESTIMENTOS
3788,RL_INV_MOVTO,STG_INV_MOVTO,MOVTO;TRANSACOES_SPB;BANCOS,AUTBANK,CONTA CORRENTE / INVESTIMENTOS
3831,RL_JUD_TBL_ESCRITORIO,STG_JUD_TBL_ESCRITORIO,ESCRITORIO,JURIDICO,JURIDICO
3842,RL_JUD_TBL_ESCRITORIO,,ESCRITORIO,JURIDICO,JURIDICO
3851,RL_INV_CHEQUE_SR,STG_INV_CHEQUE_SR,CHEQUE_SR,AUTBANK,CONTA CORRENTE / INVESTIMENTOS
3862,RL_INV_CLIENTES,STG_INV_CLIENTES,CLIENTES,AUTBANK,CONTA CORRENTE / INVESTIMENTOS
3881,RL_INV_MOVTO,,MOVTO;TRANSACOES_SPB;BANCOS,AUTBANK,CONTA CORRENTE / INVESTIMENTOS
3883,RL_INV_MOVTOIDENT,STG_INV_MOVTOIDENT,MOVTOIDENT,AUTBANK,CONTA CORRENTE / INVESTIMENTOS
3891,RL_INV_MOVTOIDENT_AB_CC,STG_INV_MOVTOIDENT_AB_CC,MOVTOIDENT,AUTBANK,CONTA CORRENTE / INVESTIMENTOS
3895,RL_JUR_TBL_TRA_CADASTRADOS,RL_JUR_TBL_RELATCAUSAREAL,RL_JUR_TBL_ESCRITORIO;RL_JUR_TBL_FASEPROCESSUAL;RL_JUR_TBL_FORUM;RL_JUR_TBL_FUNCIONARIO;RL_JUR_TBL_INFOPROCESSO;RL_JUR_TBL_ORGAO;RL_JUR_TBL_PESSOA;RL_JUR_TBL_POSSIPERDA;RL_JUR_TBL_PROCESSO;RL_JUR_TBL_REGIAO;RL_JUR_TBL_RELATADVOGADOPARTE;RL_JUR_TBL_RELATAUTORREU;RL_JUR_TBL_RELATCAUSARAIZ;RL_JUR_TBL_RELATCAUSAREAL;RL_JUR_TBL_RELATCONTRATOS;RL_JUR_TBL_RELATFECHAMENTO;RL_JUR_TBL_RELATLIMINAR;RL_JUR_TBL_RELATPAGTOGEREN,JURIDICO,JURIDICO
3902,RL_JUR_TRAB_FIANCA_BAIXA,STG_JUR_ARQ_TRAB_FIANCA_BAIXA,prov_TRAB_TD_FIANCA_BAIXAS,JURIDICO,JURIDICO
3912,RL_JUR_TRAB_JULGAMENTAL,STG_JUR_ARQ_TRAB_JULGAMENTAL,PROV_TRAB_TD_JULGAMENTAL,JURIDICO,JURIDICO
3913,RL_JUR_TRAB_PAGTOS_MES,STG_JUR_ARQ_TRAB_PAGTOS_MES,prov_TRAB_TD_PAGTOS_MES,JURIDICO,JURIDICO
3917,RL_JUR_TRAB_PGTO_PARCELAD,STG_JUR_ARQ_TRAB_PGTO_PARCELAD,PROV_TRAB_TD_PGTO_PARCELADO,JURIDICO,JURIDICO
3920,RL_JUR_TRAB_PROVISAO_ANT,STG_JUR_ARQ_TRAB_PROVISAO_ANT,prov_TRAB_PROVISAO_ANTERIOR,JURIDICO,JURIDICO
3936,RL_PROP,,CPROP,NPV,VEICULOS
3957,RL_VCL_CAD_BANCO,,TBANC,NPV,VEICULOS
3958,RL_VCL_CAD_CIDADE,STG_VCL_TCID,TCID,NPV,VEICULOS
3961,RL_VCL_CAD_CLI_OCUP,STG_VCL_TOCUP,TOCUP,NPV,VEICULOS
3963,RL_VCL_CAD_COBR,STG_VCL_TACOB,TACOB,NPV,VEICULOS
3972,RL_VCL_CAD_COMISSIONADOS,STG_VCL_TASSE,TASSE,NPV,VEICULOS
4031,RL_INV_CLIENTE_CONTA,STG_INV_CLIENTE_CONTA,CRK_COR_CLIENTE_CONTA,AUTBANK,CONTA CORRENTE / INVESTIMENTOS
4046,RL_INV_CONDICOES,STG_INV_CONDICOES,CONDICOES,AUTBANK,CONTA CORRENTE / INVESTIMENTOS
4048,RL_INV_MOVTO_AB_CC,STG_INV_MOVTO_AB_CC,MOVTO,AUTBANK,CONTA CORRENTE / INVESTIMENTOS
4064,RL_INV_OPERACOES,STG_INV_OPERACOES,OPERACOES,AUTBANK,CONTA CORRENTE / INVESTIMENTOS
4093,RL_JUR_TBL_TRA_CADASTRADOS,RL_JUR_TBL_FUNCIONARIO,RL_JUR_TBL_ESCRITORIO;RL_JUR_TBL_FASEPROCESSUAL;RL_JUR_TBL_FORUM;RL_JUR_TBL_FUNCIONARIO;RL_JUR_TBL_INFOPROCESSO;RL_JUR_TBL_ORGAO;RL_JUR_TBL_PESSOA;RL_JUR_TBL_POSSIPERDA;RL_JUR_TBL_PROCESSO;RL_JUR_TBL_REGIAO;RL_JUR_TBL_RELATADVOGADOPARTE;RL_JUR_TBL_RELATAUTORREU;RL_JUR_TBL_RELATCAUSARAIZ;RL_JUR_TBL_RELATCAUSAREAL;RL_JUR_TBL_RELATCONTRATOS;RL_JUR_TBL_RELATFECHAMENTO;RL_JUR_TBL_RELATLIMINAR;RL_JUR_TBL_RELATPAGTOGEREN,JURIDICO,JURIDICO
4150,RL_VCL_CAD_GERENTE,STG_VCL_TORG2,TORG2,NPV,VEICULOS
4158,RL_VCL_CAD_HIST_FIN,STG_VCL_THFIN,THFIN,NPV,VEICULOS
4172,RL_VCL_CAD_KIT,STG_VCL_CKIT,CKIT,NPV,VEICULOS
4223,RL_INV_CONTA,STG_INV_CONTA,CONTA,AUTBANK,CONTA CORRENTE / INVESTIMENTOS
4227,RL_INV_CONTA,,CONTA,AUTBANK,CONTA CORRENTE / INVESTIMENTOS
4236,RL_INV_PERFIL_PESSOAS,STG_INV_PERFIL_PESSOAS,PERFIL_PESSOAS,AUTBANK,CONTA CORRENTE / INVESTIMENTOS
4244,RL_INV_PESSOAS,STG_INV_PESSOAS,PESSOAS;PATRIMONIO_PESSOAS,AUTBANK,CONTA CORRENTE / INVESTIMENTOS
4334,RL_VCL_CAD_LOJA,STG_VCL_TORG4,TORG4,NPV,VEICULOS
4370,RL_JUR_TBL_TRA_CADASTRADOS,RL_JUR_TBL_TIPOENCER,RL_JUR_TBL_ESCRITORIO;RL_JUR_TBL_FASEPROCESSUAL;RL_JUR_TBL_FORUM;RL_JUR_TBL_FUNCIONARIO;RL_JUR_TBL_INFOPROCESSO;RL_JUR_TBL_ORGAO;RL_JUR_TBL_PESSOA;RL_JUR_TBL_POSSIPERDA;RL_JUR_TBL_PROCESSO;RL_JUR_TBL_REGIAO;RL_JUR_TBL_RELATADVOGADOPARTE;RL_JUR_TBL_RELATAUTORREU;RL_JUR_TBL_RELATCAUSARAIZ;RL_JUR_TBL_RELATCAUSAREAL;RL_JUR_TBL_RELATCONTRATOS;RL_JUR_TBL_RELATFECHAMENTO;RL_JUR_TBL_RELATLIMINAR;RL_JUR_TBL_RELATPAGTOGEREN,JURIDICO,JURIDICO
4391,RL_JUR_TRAB_TD_ABTCON,STG_JUR_ARQ_TRAB_TD_ABTCON,prov_TRAB_TD_ABTCON,JURIDICO,JURIDICO
4397,RL_JUR_REL_GERENCIAL_PG_STATUS,RL_JUR_TBL_RELPAGREG,RL_JUR_TBL_COMARCA;RL_JUR_TBL_ESCRITORIO;RL_JUR_TBL_FORUM;RL_JUR_TBL_FUNCIONARIO;RL_JUR_TBL_INFOPROCESSO;RL_JUR_TBL_ORGAO;RL_JUR_TBL_PESSOA;RL_JUR_TBL_PROCESSO;RL_JUR_TBL_RELATAUTORREU;RL_JUR_TBL_RELATCAUSARAIZ;RL_JUR_TBL_RELATCAUSAREAL;RL_JUR_TBL_RELATCONTRATOS;RL_JUR_TBL_RELATFECHAMENTO;RL_JUR_TBL_RELATPAGTOGEREN;RL_JUR_TBL_RELPAGREG;RL_JUR_TBL_RELPAGREGDETPROCES;RL_JUR_TBL_RELPAGREGFATURA;RL_JUR_TBL_RELPAGREGLANCAMENT,JURIDICO,JURIDICO
4414,RL_INV_CONTA_ANALISE_CREDITO,STG_INV_CONTA_ANALISE_CREDITO,,AUTBANK,CONTA CORRENTE / INVESTIMENTOS
4416,RL_INV_CONTA_ANALISE_ESTEIRA,STG_INV_CONTA_ANALISE_ESTEIRA,,AUTBANK,CONTA CORRENTE / INVESTIMENTOS
4421,RL_INV_CONTA_ANALISE_ESTEIRA,,,AUTBANK,CONTA CORRENTE / INVESTIMENTOS
4422,RL_INV_CONTA_ARQUIVO_ANEXO,STG_INV_CONTA_ARQUIVO_ANEXO,,AUTBANK,CONTA CORRENTE / INVESTIMENTOS
4481,RL_INV_CONTA_CLIENTE,STG_INV_CONTA_CLIENTE,,AUTBANK,CONTA CORRENTE / INVESTIMENTOS
4482,RL_INV_CONTA_DADOS_CLIENTE,STG_INV_CONTA_DADOS_CLIENTE,,AUTBANK,CONTA CORRENTE / INVESTIMENTOS
4484,RL_INV_CONTA_ARQUIVO_ANEXO,,,AUTBANK,CONTA CORRENTE / INVESTIMENTOS
4485,RL_INV_CONTA_ASSINATURA,STG_INV_CONTA_ASSINATURA,,AUTBANK,CONTA CORRENTE / INVESTIMENTOS
4495,RL_JUR_REL_GERENCIAL_PG_STATUS,RL_JUR_TBL_RELATFECHAMENTO,RL_JUR_TBL_COMARCA;RL_JUR_TBL_ESCRITORIO;RL_JUR_TBL_FORUM;RL_JUR_TBL_FUNCIONARIO;RL_JUR_TBL_INFOPROCESSO;RL_JUR_TBL_ORGAO;RL_JUR_TBL_PESSOA;RL_JUR_TBL_PROCESSO;RL_JUR_TBL_RELATAUTORREU;RL_JUR_TBL_RELATCAUSARAIZ;RL_JUR_TBL_RELATCAUSAREAL;RL_JUR_TBL_RELATCONTRATOS;RL_JUR_TBL_RELATFECHAMENTO;RL_JUR_TBL_RELATPAGTOGEREN;RL_JUR_TBL_RELPAGREG;RL_JUR_TBL_RELPAGREGDETPROCES;RL_JUR_TBL_RELPAGREGFATURA;RL_JUR_TBL_RELPAGREGLANCAMENT,JURIDICO,JURIDICO
4496,RL_JUR_REL_GERENCIAL_PG_STATUS,RL_JUR_TBL_RELATCAUSARAIZ,RL_JUR_TBL_COMARCA;RL_JUR_TBL_ESCRITORIO;RL_JUR_TBL_FORUM;RL_JUR_TBL_FUNCIONARIO;RL_JUR_TBL_INFOPROCESSO;RL_JUR_TBL_ORGAO;RL_JUR_TBL_PESSOA;RL_JUR_TBL_PROCESSO;RL_JUR_TBL_RELATAUTORREU;RL_JUR_TBL_RELATCAUSARAIZ;RL_JUR_TBL_RELATCAUSAREAL;RL_JUR_TBL_RELATCONTRATOS;RL_JUR_TBL_RELATFECHAMENTO;RL_JUR_TBL_RELATPAGTOGEREN;RL_JUR_TBL_RELPAGREG;RL_JUR_TBL_RELPAGREGDETPROCES;RL_JUR_TBL_RELPAGREGFATURA;RL_JUR_TBL_RELPAGREGLANCAMENT,JURIDICO,JURIDICO
